time,X_value,Y_value,Z_value
66.989,-7.74229,13.04680,-1.83584
67.079,-8.09950,11.30098,-1.87802
67.205,-7.71880,9.20863,-1.81987
67.258,-7.33259,8.53802,-1.75960
67.392,-7.14890,8.50244,-2.04503
67.548,-7.20584,8.51892,-2.22985
67.558,-7.34363,8.30240,-2.28559
67.678,-7.48926,7.65474,-2.30046
67.798,-7.41888,7.16081,-2.13139
67.858,-7.34679,6.97577,-1.92361
67.980,-7.18320,6.39614,-1.78274
68.098,-7.12689,5.75639,-1.74816
68.158,-7.18871,5.64630,-1.76410
68.279,-7.20126,5.42546,-1.76469
68.407,-7.03725,4.79644,-1.70913
68.459,-6.97435,4.41035,-1.47299
68.583,-6.83652,3.99257,-1.25975
68.706,-6.71332,3.71551,-1.31967
68.760,-6.69498,3.53411,-1.49123
68.879,-6.87207,3.28797,-1.88769
68.999,-6.91795,3.01631,-1.98127
69.082,-6.88065,2.89356,-1.97669
69.220,-6.71340,2.47054,-1.59764
69.300,-6.59197,2.12131,-1.26274
69.361,-6.57650,1.86809,-1.16881
69.480,-6.43798,1.34287,-0.90337
69.600,-6.25638,0.87133,-0.68732
69.660,-6.17257,0.76325,-0.65013
69.780,-6.21693,0.29177,-0.65116
69.985,-6.15478,-0.10751,-0.63179
70.024,-6.13938,-0.13614,-0.85733
70.081,-5.86058,-0.28446,-0.88354
70.201,-5.80585,-0.68861,-0.90265
70.262,-6.11019,-0.63706,-0.77128
70.382,-6.28245,-0.70172,-0.43624
70.500,-6.31879,-1.25935,-0.38186
70.561,-6.39998,-1.51235,-0.39786
70.682,-6.37462,-2.08521,-0.38675
70.807,-6.26127,-2.36925,-0.49284
70.861,-6.30608,-2.36387,-0.66418
70.981,-6.32086,-2.29782,-0.77723
71.102,-6.42500,-2.43150,-0.81943
71.162,-6.35640,-2.52603,-0.80069
71.281,-6.34397,-2.78999,-0.48598
71.401,-6.22234,-2.99880,-0.38148
71.461,-6.21090,-3.07755,-0.37201
71.583,-6.04544,-3.04060,-0.34491
71.708,-5.86111,-3.04372,-0.30611
71.761,-5.85204,-3.11692,-0.30497
71.881,-5.79674,-3.25457,-0.29015
72.002,-5.59872,-3.36077,-0.20868
72.062,-5.52456,-3.36597,-0.18226
72.182,-5.60044,-3.27388,-0.19980
72.302,-5.68198,-3.37291,-0.20175
72.362,-5.59881,-3.42054,-0.16731
72.482,-5.52999,-3.49645,-0.05086
72.605,-5.44058,-3.46956,0.43982
72.662,-5.49025,-3.37452,0.53333
72.782,-5.50989,-3.40103,0.59791
72.903,-5.45527,-3.53562,0.93784
72.962,-5.40098,-3.66096,0.99474
73.083,-5.28352,-3.91339,0.71861
73.203,-5.32679,-4.15309,0.28664
73.263,-5.27377,-4.28154,-0.02170
73.387,-5.11826,-4.47667,-0.60145
73.504,-5.24283,-4.65884,-0.76124
73.563,-5.38768,-4.87271,-0.81239
73.683,-5.69545,-5.16836,-0.90522
73.803,-5.99135,-5.25544,-0.98842
73.863,-6.20641,-5.25347,-1.04759
73.984,-6.57964,-5.23656,-0.94960
74.104,-6.83966,-5.06180,-0.72020
74.177,-6.98447,-4.99574,-0.54884
74.286,-7.16806,-5.05905,-0.24980
74.404,-7.26705,-5.20186,-0.19308
74.464,-7.23808,-5.19386,-0.17958
74.607,-7.21466,-4.90381,-0.16976
74.704,-7.19338,-4.51528,-0.60413
74.764,-7.19249,-4.35647,-0.81752
74.884,-7.10907,-4.09274,-1.19668
75.022,-7.05579,-3.93024,-1.50644
75.066,-6.95992,-3.78054,-1.54087
75.184,-6.91945,-3.53495,-1.55853
75.304,-6.74656,-3.41539,-1.51707
75.364,-6.76163,-3.31741,-1.52160
75.493,-6.78852,-3.09051,-1.22701
75.629,-6.89979,-2.71919,-1.20411
75.666,-6.96254,-2.45327,-1.21708
75.785,-6.98201,-2.54337,-1.32515
75.909,-6.98565,-2.30520,-1.55942
75.965,-7.07939,-2.22303,-1.58905
76.085,-7.06400,-2.02978,-1.59492
76.224,-7.27942,-1.92040,-1.61444
76.288,-7.26735,-1.91650,-1.60784
76.398,-7.32234,-1.93462,-1.34692
76.549,-7.30451,-1.99696,-1.29813
76.566,-7.29483,-1.97749,-1.29301
76.687,-7.29538,-1.91284,-1.29217
76.815,-7.20576,-1.85643,-1.26902
76.867,-7.15346,-1.85282,-1.25548
76.986,-7.18442,-1.70467,-1.28542
77.106,-7.05707,-1.69176,-1.26956
77.176,-6.99093,-1.63559,-1.24956
77.340,-6.84098,-1.60888,-1.20723
77.412,-6.61242,-1.53532,-1.44934
77.468,-6.54704,-1.47980,-1.47253
77.599,-6.30390,-1.45252,-1.42693
77.708,-6.16025,-1.45016,-1.39109
77.767,-6.15556,-1.51043,-1.39218
77.887,-6.05449,-1.49910,-1.37080
78.007,-6.08741,-1.44071,-1.63979
78.076,-6.13852,-1.36148,-1.72349
78.187,-6.03695,-1.32321,-1.72812
78.307,-6.11770,-1.28219,-1.74721
78.399,-6.08886,-1.29966,-1.73730
78.523,-6.10740,-1.19316,-1.74215
78.608,-5.98878,-1.21665,-1.58833
78.668,-5.94950,-1.37972,-1.41870
78.788,-6.04302,-1.50116,-1.36953
78.908,-6.34792,-1.32049,-1.44258
78.968,-6.49961,-1.29972,-1.48227
79.088,-6.96494,-1.32238,-1.42960
79.209,-7.37101,-1.12452,-1.38970
79.277,-7.52893,-1.03693,-1.41912
79.390,-7.76945,-0.92773,-1.47790
79.512,-7.99996,-0.92029,-1.53833
79.573,-7.96038,-0.95108,-1.52732
79.689,-8.05179,-1.07205,-1.55096
79.828,-7.72995,-1.05816,-1.46551
79.869,-7.61998,-1.03391,-1.43659
79.989,-7.30350,-1.11713,-1.35205
80.109,-6.92437,-1.31293,-1.27663
80.169,-6.74470,-1.41121,-1.23630
80.291,-6.33028,-1.50215,-1.12743
80.409,-6.05041,-1.40840,-1.05256
80.470,-5.95287,-1.40652,-1.04528
80.590,-5.82222,-1.28534,-1.02607
80.741,-5.88882,-1.13046,-1.26638
80.770,-6.06349,-1.02762,-1.39092
80.891,-6.05591,-0.83522,-1.42478
81.011,-6.27521,-0.69608,-1.49073
81.070,-6.36112,-0.55106,-1.51605
81.191,-6.55534,-0.35757,-1.74495
81.310,-6.65103,-0.26123,-1.89400
81.400,-6.68213,-0.17656,-1.91268
81.494,-6.69656,-0.27780,-1.91994
81.617,-6.70927,-0.44858,-1.92230
81.671,-6.66057,-0.48560,-1.90914
81.791,-6.68165,-0.44720,-1.91933
81.923,-6.74820,-0.26250,-1.93457
81.972,-6.92229,-0.26705,-1.98138
82.092,-7.02516,-0.27436,-2.02113
82.211,-7.24085,-0.31910,-2.10496
82.316,-7.30802,-0.39108,-2.12485
82.426,-7.12259,-0.48013,-2.10797
82.520,-7.08225,-0.62851,-2.11075
82.574,-7.03653,-0.61633,-2.09924
82.732,-7.08378,-0.48269,-2.08840
82.812,-6.96694,-0.48115,-1.76333
82.872,-6.88682,-0.56353,-1.71479
82.992,-6.80484,-0.48950,-1.68086
83.112,-6.75224,-0.11368,-1.66771
83.210,-6.72119,0.11153,-1.66056
83.300,-6.55473,0.47044,-1.61728
83.412,-6.54036,0.82992,-1.59663
83.474,-6.41719,1.01308,-1.55437
83.622,-6.35565,1.20375,-1.53471
83.746,-6.31822,1.22359,-1.52409
83.774,-6.30510,1.22265,-1.62610
83.893,-6.53284,1.25073,-1.89512
84.013,-6.65059,1.38269,-1.95196
84.075,-6.73059,1.48052,-1.97685
84.194,-6.83791,1.61693,-2.00840
84.314,-6.82418,1.64424,-2.03625
84.397,-6.83486,1.61732,-2.04538
84.506,-6.85907,1.67741,-2.05578
84.665,-7.11564,2.02031,-2.40875
84.673,-7.10551,2.27791,-2.44606
84.794,-7.27172,2.64630,-2.51464
84.915,-7.38828,2.62706,-2.50523
84.974,-7.39009,2.60858,-2.49433
85.094,-7.15158,2.55562,-2.42398
85.200,-7.17521,2.51400,-2.19797
85.277,-7.09942,2.77979,-1.81944
85.395,-7.01887,2.77468,-1.37565
85.454,-7.21121,2.66605,-1.32780
85.578,-7.39308,2.80008,-1.22825
85.696,-7.67516,3.48709,-1.12536
85.759,-7.86002,3.62562,-1.16578
85.875,-7.89240,3.86224,-1.17102
85.995,-7.88682,4.15513,-1.15557
86.075,-7.67084,4.28444,-1.07330
86.224,-7.62225,4.55534,-1.15753
86.316,-7.49402,4.48846,-1.33952
86.355,-7.42709,4.53986,-1.35747
86.477,-7.15759,4.72166,-1.36279
86.605,-7.04294,4.86167,-1.43027
86.656,-6.97348,4.92490,-1.67103
86.777,-7.07873,5.19624,-2.04535
86.896,-7.41966,5.46329,-2.42443
86.982,-7.58387,5.46209,-2.52335
87.120,-7.99443,5.37321,-2.34851
87.203,-7.87170,6.11144,-2.22197
87.265,-8.05608,6.46094,-2.27179
87.383,-7.83404,6.44747,-2.15641
87.520,-7.81577,6.09523,-2.13370
87.556,-7.92792,6.16157,-2.17486
87.676,-8.10541,6.42434,-2.23884
87.796,-8.32633,6.79656,-2.31369
87.935,-8.36267,6.98866,-2.32826
87.979,-8.22134,7.24670,-1.99786
88.097,-8.22806,7.57138,-1.86729
88.168,-8.08211,7.72295,-1.81056
88.302,-8.06926,7.83353,-1.80159
88.413,-7.80627,7.86337,-1.72160
88.457,-7.82942,7.86762,-1.72856
88.577,-7.64950,7.80918,-1.67331
88.698,-7.73177,8.03730,-1.70125
88.770,-7.87734,8.20378,-1.99691
88.878,-8.04444,8.45164,-2.16648
88.997,-8.03749,8.73774,-2.18298
89.068,-7.99130,8.82291,-2.17156
89.199,-7.82024,8.92134,-2.10637
89.323,-7.47795,8.95177,-1.97293
89.358,-7.50819,8.89285,-1.97832
89.478,-7.89213,8.72117,-2.07762
89.601,-8.05286,8.81202,-2.41669
89.659,-8.02409,8.83875,-2.47558
89.779,-8.16799,8.93245,-2.56282
89.898,-8.06781,9.16740,-2.54244
89.979,-7.98611,9.21716,-2.51921
90.107,-7.70065,9.21665,-2.38796
90.257,-7.73091,9.05478,-2.38849
90.259,-7.77589,9.03598,-2.40094
90.380,-7.87347,9.20711,-2.43305
90.503,-7.95908,9.25162,-2.50226
90.560,-7.86920,9.20634,-2.48320
90.688,-7.54616,9.17118,-2.38872
90.799,-7.25169,8.90758,-2.33706
90.897,-7.18773,8.84228,-2.31975
90.980,-7.11079,8.82134,-2.29734
91.104,-7.01572,9.00826,-2.39753
91.160,-7.00342,9.02526,-2.58735
91.305,-6.74767,9.11227,-2.93184
91.401,-6.55516,9.06591,-3.03369
91.461,-6.57324,9.05642,-3.32872
91.580,-6.53931,8.96716,-3.47084
91.700,-6.42385,8.97615,-3.40292
91.762,-6.41486,8.97707,-3.37318
91.888,-6.44379,9.00893,-3.31926
92.001,-6.36253,9.09519,-3.24254
92.081,-6.34135,9.17860,-3.11971
92.181,-6.16389,9.27773,-2.82860
92.318,-5.97948,9.35601,-2.77187
92.361,-5.88790,9.43771,-2.78742
92.481,-5.91956,9.49941,-2.71164
92.601,-6.05463,9.51576,-2.89048
92.668,-6.22373,9.51982,-2.86154
92.782,-6.31858,9.70921,-2.83826
92.902,-6.61171,9.76808,-2.92260
92.984,-6.66289,9.80790,-2.89256
93.102,-6.91125,9.89272,-2.92657
93.235,-6.97923,9.91121,-2.94821
93.262,-7.06814,9.99665,-2.86402
93.383,-7.13516,10.02061,-2.45962
93.504,-7.06353,10.01971,-2.25492
93.563,-7.05972,9.97134,-2.06913
93.682,-7.00922,10.01171,-1.92053
93.803,-6.95255,10.11474,-1.91068
93.873,-6.82223,10.06208,-1.86853
94.019,-6.64207,10.07243,-2.16044
94.103,-6.58338,10.01996,-2.18253
94.164,-6.55061,10.00621,-2.17586
94.283,-6.59041,9.97122,-2.21225
94.404,-6.44463,10.10346,-2.20193
94.464,-6.39321,10.12931,-2.18920
94.583,-6.32947,10.24766,-2.17278
94.704,-6.14954,10.35188,-2.45159
94.803,-6.12933,10.40463,-2.51562
94.884,-6.04429,10.66934,-2.52681
95.007,-5.93107,10.89339,-2.50006
95.069,-5.86197,10.93909,-2.47961
95.190,-5.78078,11.04363,-2.45663
95.338,-5.71964,11.27798,-2.72042
95.364,-5.67891,11.33231,-2.80410
95.485,-5.66432,11.48379,-3.05157
95.604,-5.55011,11.58298,-3.19675
95.665,-5.46223,11.44268,-3.29128
95.790,-5.04955,11.12629,-3.40769
95.905,-4.61827,10.86335,-3.65559
95.979,-4.45045,10.76849,-3.86817
96.119,-4.12337,10.70478,-4.13401
96.253,-4.08748,10.71486,-4.49878
96.265,-4.02126,10.73868,-4.56105
96.385,-3.89968,10.76269,-4.98566
96.505,-3.49950,10.71733,-5.33192
96.565,-3.22510,10.70712,-5.51992
96.686,-2.36252,10.64605,-5.84390
96.805,-1.35093,10.42299,-5.98070
96.877,-0.88305,10.34925,-6.19240
97.025,0.05150,10.14128,-6.74142
97.154,0.83363,9.81867,-7.52765
97.168,1.21946,9.60159,-7.84420
97.286,1.82811,9.19521,-8.42292
97.406,2.36688,8.74771,-9.12673
97.466,2.62623,8.55065,-9.98690
97.586,3.06625,8.20034,-11.93754
97.706,3.62322,7.54228,-13.05615
97.806,3.87299,7.15467,-13.48040
97.926,3.97916,6.77115,-14.46068
98.009,4.15738,6.45256,-15.59939
98.067,4.25263,6.29757,-16.09617
98.221,4.51323,5.89205,-17.16032
98.313,4.91531,5.64549,-18.24262
98.367,4.95695,5.46532,-18.84592
98.487,5.13616,5.11369,-20.11615
98.607,5.38663,4.80749,-21.36757
98.704,5.60947,4.71423,-22.01455
98.792,5.74379,4.61759,-23.41229
98.907,5.89762,4.34278,-24.61881
98.974,5.81650,4.22407,-25.37065
99.102,6.02514,3.83442,-26.58388
99.239,6.06030,3.26048,-27.84574
99.267,6.01521,2.95441,-28.46469
99.388,5.63928,2.52635,-29.80143
99.508,5.24960,2.13928,-31.18751
99.575,5.16256,2.06001,-31.81144
99.688,5.08597,1.89372,-33.06221
99.837,4.95548,1.66345,-34.43832
99.868,4.85554,1.58515,-35.04912
100.037,4.66736,1.35128,-36.53085
100.113,4.69761,1.04068,-37.92057
100.170,4.64364,1.00487,-38.73243
100.296,4.50423,0.80998,-40.13276
100.432,4.37235,0.52438,-41.43195
100.468,4.34109,0.43402,-42.05368
100.589,4.33073,0.29940,-43.22387
100.709,4.56634,0.03986,-44.29942
100.769,4.64786,-0.12001,-44.90927
100.893,4.49931,-0.31784,-46.18846
101.010,4.12407,-0.54538,-47.44400
101.073,3.97363,-0.60832,-47.97936
101.197,3.59537,-0.63892,-49.03326
101.351,3.15700,-0.65015,-50.11711
101.369,2.97936,-0.70649,-50.55866
101.490,2.59204,-0.73887,-51.43118
101.609,2.27539,-0.78262,-52.07838
101.674,2.21094,-0.88426,-52.32783
101.790,1.86715,-0.96765,-52.92084
101.910,1.46220,-1.08678,-53.26954
101.971,1.26375,-1.15012,-53.54286
102.114,0.67793,-1.15840,-54.06109
102.240,0.21971,-1.09694,-54.52152
102.271,0.01829,-1.11805,-54.72104
102.391,-0.30640,-1.18583,-55.24815
102.515,-0.51449,-1.33131,-55.52803
102.570,-0.67250,-1.45128,-55.65442
102.692,-1.01361,-1.62218,-56.03878
102.812,-1.35578,-1.82902,-56.14769
102.874,-1.60900,-1.86472,-56.43727
103.012,-2.27986,-1.85052,-56.86179
103.113,-2.94821,-1.80409,-57.13951
103.171,-3.20194,-1.96762,-57.41247
103.293,-3.62294,-2.20706,-57.56432
103.416,-3.90058,-2.47404,-57.42500
103.472,-3.94949,-2.57023,-57.32026
103.591,-4.24573,-2.56487,-57.39223
103.712,-4.46524,-2.26163,-57.60906
103.805,-4.47309,-2.13684,-57.67119
103.893,-4.52046,-2.23897,-57.63825
104.017,-4.55906,-2.24887,-57.43849
104.199,-4.55189,-2.30044,-57.38346
104.201,-4.57602,-2.47727,-57.29453
104.312,-4.50495,-2.54775,-56.90638
104.372,-4.53525,-2.53899,-57.00424
104.492,-4.59712,-2.60021,-57.08374
104.613,-4.64606,-2.36592,-57.21931
104.672,-4.72766,-2.12637,-57.35728
104.793,-4.96717,-1.61590,-57.66790
104.917,-5.18528,-1.33020,-57.65385
104.981,-5.31197,-1.22857,-57.72188
105.093,-5.60487,-1.00702,-57.89166
105.213,-6.07822,-0.71170,-58.16412
105.277,-6.18034,-0.56892,-58.25816
105.416,-6.32395,-0.52109,-58.32107
105.578,-6.64575,-0.29004,-58.85734
105.578,-6.77883,-0.09889,-59.07907
105.694,-6.87275,0.05311,-59.32676
105.765,-6.91644,0.17363,-59.40606
105.875,-7.05288,0.35189,-59.52838
105.994,-7.15009,0.45636,-59.42785
106.082,-7.19105,0.51705,-59.42984
106.230,-7.28668,0.55521,-59.62639
106.298,-7.37514,0.66729,-59.76243
106.355,-7.46867,0.73652,-59.83280
106.484,-7.44943,0.55973,-59.75452
106.636,-7.59358,0.47176,-59.75227
106.654,-7.64583,0.43303,-59.74817
106.775,-7.78726,0.34320,-59.74400
106.895,-7.75609,0.21387,-59.67830
106.995,-7.84491,0.20321,-59.69635
107.082,-7.93667,0.20670,-59.72132
107.196,-8.07870,0.24210,-59.77303
107.264,-8.10459,0.17363,-59.74942
107.397,-8.21346,0.22423,-59.82766
107.508,-8.30574,0.11132,-59.80898
107.556,-8.29727,0.04632,-59.98580
107.676,-8.29960,-0.01641,-59.93481
107.796,-8.30195,0.07042,-59.97158
107.864,-8.34487,0.12627,-60.00750
107.979,-8.51641,0.22334,-59.89910
108.096,-8.68818,0.30230,-59.95546
108.156,-8.74651,0.37216,-59.99961
108.290,-8.93228,0.71126,-60.19748
108.427,-9.06546,1.08512,-60.13187
108.456,-9.07169,1.25127,-60.27262
108.576,-9.02936,1.51415,-60.41056
108.697,-8.95251,1.78825,-60.52077
108.757,-8.92097,1.87108,-60.55177
108.876,-8.67825,1.94585,-60.95869
108.997,-8.52559,2.30604,-61.18887
109.091,-8.48726,2.64646,-61.69249
109.177,-8.55055,3.43337,-62.44894
109.339,-8.61076,3.98721,-62.51243
109.357,-8.62371,4.08707,-62.58321
109.478,-8.56863,4.25698,-62.66730
109.674,-8.67004,4.52942,-62.82683
109.674,-8.78879,4.79962,-63.09358
109.777,-8.91182,5.21434,-63.34243
109.898,-8.94575,5.46285,-63.47591
109.978,-8.96064,5.63863,-63.43924
110.106,-9.03241,6.10036,-63.69318
110.242,-9.08961,6.56470,-64.34325
110.259,-9.18043,6.81926,-64.55017
110.378,-9.42924,7.25228,-64.84355
110.504,-9.57014,7.64708,-65.07801
110.558,-9.65381,7.80072,-65.00285
110.679,-9.83933,8.25350,-64.97319
110.798,-10.02600,8.54779,-65.20275
110.892,-10.10234,8.68629,-65.29400
111.024,-10.22165,9.01236,-65.48651
111.103,-10.24808,9.23793,-65.48151
111.160,-10.26154,9.28664,-65.48225
111.300,-10.35985,9.56945,-65.63415
111.419,-10.45422,9.92205,-65.74299
111.460,-10.44682,10.07225,-65.81678
111.580,-10.40609,10.24034,-65.90289
111.699,-10.41393,10.37201,-65.97581
111.822,-10.40633,10.47183,-65.97491
111.885,-10.42646,10.59824,-65.99817
112.000,-10.38390,10.65856,-66.02334
112.069,-10.34181,10.52307,-65.94587
112.194,-10.43470,10.50883,-65.94326
112.320,-10.71502,10.84015,-66.13957
112.360,-10.76755,10.84921,-66.14706
112.480,-10.63644,10.86694,-66.15035
112.600,-10.38083,10.04146,-65.34884
112.665,-10.21271,9.64819,-64.94704
112.780,-10.01523,9.12951,-64.36005
112.901,-9.90410,9.01774,-63.98043
112.961,-9.87120,8.99429,-63.83537
113.107,-9.87879,8.73523,-63.05399
113.229,-9.83678,8.39979,-61.86761
113.263,-9.80451,8.23526,-61.40459
113.382,-9.88024,8.07272,-60.71348
113.506,-9.97346,7.93186,-60.18656
113.562,-10.00272,7.84961,-60.07340
113.682,-10.17848,7.68661,-59.63798
113.802,-10.26717,7.51437,-59.25602
113.883,-10.26062,7.42627,-58.93708
113.994,-10.37397,7.26384,-58.42876
114.148,-10.46532,7.15968,-57.88376
114.162,-10.54570,7.13363,-57.63792
114.283,-10.80890,6.98314,-57.08572
114.413,-11.13833,6.90023,-56.71353
114.463,-11.18951,6.85555,-56.39207
114.582,-11.28972,6.71742,-55.43420
114.702,-11.56595,6.45318,-54.54647
114.763,-11.76537,6.45699,-54.12056
114.883,-12.08904,6.47873,-53.34795
115.006,-12.22508,6.35436,-52.52167
115.078,-12.32217,6.26406,-52.03401
115.183,-12.37822,6.04015,-50.86889
115.309,-12.19206,6.02123,-49.88152
115.363,-12.06823,5.94707,-49.54224
115.483,-12.12239,5.90912,-49.01448
115.604,-12.22957,6.10199,-48.57949
115.664,-12.28250,6.20320,-48.44950
115.783,-12.30979,6.36265,-47.88414
115.903,-12.61765,6.42282,-46.76743
115.997,-12.88017,6.47027,-46.12945
116.089,-13.55473,6.55098,-44.75071
116.212,-14.13270,6.36702,-43.14317
116.263,-14.32984,6.23338,-42.41283
116.387,-14.85096,5.87766,-41.21805
116.524,-15.46628,5.68039,-40.04102
116.564,-15.71713,5.61048,-39.38013
116.685,-16.12113,5.53553,-37.88560
116.804,-16.37588,5.27386,-35.99329
116.894,-16.58486,4.97516,-35.17591
116.989,-17.26456,4.57776,-33.21920
117.104,-17.58991,4.24145,-30.67931
117.164,-17.57120,4.00676,-29.77762
117.322,-17.43202,3.52801,-28.00520
117.433,-17.24639,2.96060,-26.13255
117.465,-17.21722,2.75942,-25.34683
117.585,-17.14952,2.51080,-23.77354
117.706,-17.29754,2.41028,-22.19409
117.766,-17.56415,2.33993,-21.42640
117.894,-17.17270,2.46641,-19.23877
118.005,-17.06520,2.13602,-17.34249
118.065,-16.98047,1.75795,-16.30674
118.217,-16.86149,1.06425,-14.72304
118.307,-16.63123,0.73588,-13.45076
118.372,-16.21119,0.37030,-12.72174
118.487,-15.69515,-0.08911,-11.30312
118.606,-15.89470,-0.29620,-10.10953
118.667,-16.12682,-0.28397,-9.66142
118.786,-16.44383,-0.40145,-8.60350
118.906,-16.50944,-0.49374,-7.58899
118.983,-16.48157,-0.59408,-6.99881
119.086,-16.31491,-0.84439,-6.00848
119.207,-15.92174,-1.02734,-5.05213
119.288,-15.74864,-0.96164,-4.64276
119.400,-15.36741,-1.10602,-3.78975
119.545,-15.20271,-1.21999,-2.72726
119.567,-15.01537,-1.17684,-2.18119
119.690,-14.31827,-1.20456,-0.98039
119.807,-13.56776,-1.46735,-0.11000
119.868,-13.18075,-1.51733,0.18483
119.987,-12.47440,-1.40212,0.65773
120.108,-11.84224,-1.17079,1.15989
120.200,-11.57150,-1.05995,1.26632
120.304,-11.06197,-1.00426,1.72738
120.409,-10.65861,-0.97967,1.92808
120.469,-10.38397,-0.88776,2.01799
120.588,-9.74514,-0.62904,2.20133
120.737,-9.19450,-0.33315,2.00521
120.769,-8.95394,-0.18599,1.80847
120.888,-8.51425,0.03856,1.03594
121.037,-8.13665,0.23707,0.45430
121.068,-8.08788,0.71258,0.20654
121.189,-7.48120,1.36006,-0.20514
121.308,-7.05251,1.36942,-0.66398
121.376,-6.87888,1.37875,-0.72270
121.526,-6.59374,1.24241,-0.90910
121.609,-6.83152,1.32640,-1.09251
121.670,-6.91197,1.66084,-1.15061
121.789,-6.79703,2.36289,-1.14173
121.938,-6.63875,2.93209,-1.11125
121.969,-6.54832,3.17068,-1.10406
122.089,-6.67973,3.78977,-1.15757
122.209,-6.89365,4.56616,-1.23166
122.317,-7.04668,5.01855,-1.28556
122.390,-7.10705,5.72309,-1.41804
122.512,-6.94932,6.29947,-1.78066
122.575,-6.93933,6.72575,-1.91017
122.693,-6.92191,7.63319,-2.29484
122.824,-6.90515,8.68586,-2.40618
122.870,-6.91714,9.09992,-2.41938
122.990,-6.84901,10.09292,-2.30226
123.110,-6.99099,9.72406,-2.11105
123.171,-6.88761,9.33662,-2.07828
123.299,-6.61210,9.30253,-1.84601
123.410,-6.26384,9.39660,-1.43294
123.471,-6.09577,9.18914,-1.35461
123.605,-5.86602,8.64196,-1.30606
123.734,-5.88112,8.40905,-1.31308
123.771,-6.05659,8.62781,-1.42368
123.892,-6.37642,10.03158,-1.80038
124.011,-6.24019,10.40092,-2.14753
124.085,-6.01762,10.33038,-2.44418
124.192,-5.80912,10.18346,-2.90677
124.312,-6.01085,10.08407,-3.27346
124.407,-6.07109,10.25287,-3.44476
124.523,-6.19054,10.67669,-3.45727
124.654,-6.36083,10.91159,-2.93662
124.673,-6.54563,10.82216,-2.70969
124.793,-6.60853,10.19542,-2.17123
124.916,-6.16394,9.48661,-1.43242
124.974,-5.89751,8.88363,-1.21004
125.093,-5.57867,8.11160,-0.80421
125.212,-5.68563,7.54097,-0.46832
125.325,-5.79811,7.37942,-0.46462
125.396,-6.04896,6.99424,-0.23687
125.513,-6.12656,6.74975,-0.22556
125.587,-6.26335,6.91193,-0.27786
125.707,-6.29547,7.55793,-0.29524
125.829,-6.09224,7.89825,-0.23763
125.873,-5.95516,7.89541,-0.21846
125.993,-5.90223,7.76022,-0.21721
126.113,-6.21868,7.26244,-0.30555
126.180,-6.32641,7.05091,-0.33403
126.293,-6.22947,6.73786,-0.30491
126.413,-5.87192,6.52158,-0.20634
126.477,-5.75805,6.50688,-0.17509
126.635,-5.95066,6.27794,0.06796
126.714,-6.20594,6.02430,0.66121
126.774,-6.25138,5.94701,0.82417
126.894,-6.42529,5.70734,1.17147
126.955,-6.40116,5.50849,1.24489
127.074,-6.15543,5.28242,1.07998
127.194,-6.08467,5.12886,0.68589
127.295,-6.26373,4.96795,0.58460
127.407,-6.36956,4.83912,0.53287
127.503,-6.58618,4.60272,0.51027
127.564,-6.50459,4.67161,0.54039
127.677,-6.29019,4.33751,0.59997
127.809,-5.96101,4.06381,0.36001
127.855,-6.07060,3.74775,0.29790
127.975,-6.15314,3.47199,0.26214
128.095,-6.33558,3.24761,0.21943
128.177,-6.31877,2.84159,0.21634
128.284,-6.16489,2.93309,0.25608
128.396,-5.84257,2.65112,0.34359
128.456,-5.79853,2.62780,0.13311
128.596,-5.85152,2.03735,-0.01390
128.717,-5.95699,2.04161,-0.05472
128.756,-6.00720,1.75978,-0.06922
128.876,-5.97284,1.31181,-0.06222
128.996,-5.73182,1.44576,-0.00685
129.059,-5.61561,1.51497,0.00289
129.176,-5.64683,1.45652,-0.01103
129.297,-5.71475,1.25814,-0.03011
129.368,-5.67789,1.13195,0.25021
129.498,-5.52626,0.93116,0.65299
129.652,-5.19679,0.73366,0.86609
129.657,-5.03981,0.66471,0.79169
129.776,-4.89711,0.62628,0.39775
129.897,-5.18322,0.47299,0.04566
129.957,-5.15785,0.39289,-0.12441
130.077,-5.00402,0.34607,-0.16309
130.197,-4.85316,0.07976,-0.13380
130.281,-4.73886,-0.05773,-0.11784
130.433,-4.80647,-0.27479,-0.14942
130.510,-4.88580,-0.29389,-0.17279
130.558,-4.89411,-0.32651,-0.17481
130.698,-4.79517,-0.43833,-0.14743
130.820,-4.58577,-0.73427,-0.38933
130.858,-4.62087,-0.95036,-0.42506
130.978,-4.67847,-1.28513,-0.45244
131.098,-4.84307,-1.31549,-0.49885
131.203,-4.79409,-1.28825,-0.48480
131.282,-4.72407,-1.53227,-0.46585
131.399,-5.02515,-1.80896,-0.54740
131.493,-4.94786,-1.74871,-0.52649
131.579,-4.99367,-1.72465,-0.53880
131.727,-5.33634,-1.64569,-0.63268
131.758,-5.35194,-1.84082,-0.63637
131.879,-5.22388,-1.94902,-0.60139
131.999,-5.42141,-2.16770,-0.65461
132.066,-5.48877,-2.11344,-0.67303
132.179,-5.48130,-2.08881,-0.67068
132.299,-5.46786,-2.26963,-0.66709
132.383,-5.48225,-2.35428,-0.67022
132.502,-5.57985,-2.38900,-0.69722
132.628,-5.79134,-2.26298,-0.75507
132.659,-5.83130,-2.38698,-0.76542
132.780,-5.63528,-2.59676,-0.72857
