time,X_value,Y_value,Z_value
47.671,0.83367,0.61147,4.60432
47.681,-1.14992,-1.52679,-2.79148
47.701,0.42500,2.51779,1.40714
47.701,0.42500,2.51779,1.40714
47.706,-2.17330,0.17563,2.10487
47.737,-2.10042,0.16455,2.09717
47.737,-0.51585,-1.07628,-2.01740
47.781,-0.52960,-1.05450,-2.01490
47.781,-0.03073,0.26988,-0.24258
47.781,-0.46940,-0.35809,-0.41800
47.781,1.91732,1.30124,1.11555
47.793,0.53978,-0.19485,-2.08100
47.793,2.87173,1.37575,-4.45605
47.802,2.95973,1.90129,2.78712
47.821,0.69112,-2.06157,-4.49002
47.825,-1.03283,-0.97263,-4.87151
47.845,-1.00811,-1.00014,-4.87572
47.845,-0.92192,1.65264,-3.13753
47.855,-2.68846,2.42326,4.35994
47.885,-0.73305,-1.32071,0.23459
47.885,-0.73305,-1.32071,0.23459
47.886,-0.04882,-0.23925,-0.17701
47.890,1.98489,0.04002,1.69595
47.897,2.49420,-1.70930,-1.84970
47.910,0.90391,-0.20297,0.08449
47.916,0.36299,-0.91312,-3.35656
47.932,0.19539,1.11624,-0.71780
47.942,-1.30065,0.23435,-1.65498
47.957,-2.03832,-0.10589,-0.99053
47.968,-3.35918,0.47141,-1.01920
47.995,-2.82206,-1.35253,-2.20388
47.996,-1.46671,-0.62517,0.99619
48.050,0.52075,0.15180,-0.18958
48.050,1.85162,2.07870,2.59790
48.050,2.15624,-0.71718,1.57462
48.050,2.15624,-0.71718,1.57462
48.053,-1.07877,-0.35933,-2.21256
48.060,-1.03844,-0.34890,-2.21619
48.065,-1.80146,0.89865,-0.35668
48.086,-1.13146,0.34239,-0.36142
48.086,-1.13146,0.34239,-0.36142
48.090,-1.72218,2.25061,4.34062
48.108,-0.29382,-0.14232,-0.22094
48.119,-0.90825,-1.43439,-0.57558
48.151,-0.08156,-0.13199,2.37289
48.151,0.71898,-3.74293,-5.37142
48.152,1.02391,-0.92932,-1.21195
48.162,-1.29021,1.69264,-3.67375
48.179,-1.24931,1.42632,1.40513
48.185,-0.44289,-1.65259,1.44866
48.203,0.05677,-3.25744,-3.45248
48.203,0.05677,-3.25744,-3.45248
48.209,0.38048,1.42916,-2.19361
48.231,-3.09302,-0.11914,-2.81428
48.231,-3.09302,-0.11914,-2.81428
48.237,-0.52814,0.31752,1.63995
48.255,1.24061,-1.35717,0.77858
48.255,0.25436,-1.03032,-0.99607
48.274,-0.47971,0.71702,2.04942
48.281,0.19723,1.09691,-0.85324
48.298,0.95477,0.20968,-1.50086
48.305,4.14173,-0.63674,-1.24459
48.324,2.24283,-0.17210,2.44502
48.324,2.24283,-0.17210,2.44502
48.330,-2.16367,-1.42381,-0.16111
48.349,-1.81821,0.93725,0.15985
48.356,-2.31529,1.87168,-1.99612
48.374,-0.67970,1.20684,1.13935
48.389,0.36961,-0.90844,2.84905
48.392,-0.71739,-0.98438,2.26669
48.404,0.87696,0.21355,3.84254
48.416,2.43999,-0.87496,-2.28347
48.424,2.09374,-0.72549,-2.75964
48.439,1.08162,0.17264,-3.45866
48.450,-1.95675,1.53985,-1.08984
48.464,-3.96731,0.33356,-2.23499
48.475,-2.08561,-0.46279,-1.95254
48.492,-1.16688,0.13544,-0.11768
48.500,1.15287,0.74960,1.07388
48.529,1.97403,-0.07842,-1.38673
48.529,1.69964,-0.40314,0.74578
48.532,1.88041,0.38661,4.31660
48.536,1.76720,0.56582,1.70844
48.554,0.41553,0.37740,-1.98455
48.563,-0.15870,-0.59233,-0.42656
48.579,-1.31219,0.05072,0.22034
48.590,-1.13732,-0.20900,-1.55701
48.602,0.27369,1.03837,2.78701
48.616,-1.45587,-0.89425,1.51548
48.642,-0.10979,-0.76892,1.38800
48.642,1.36462,-2.32342,-2.20065
48.658,-0.39569,-2.67609,-2.22319
48.659,-0.35794,1.44708,-2.90844
48.672,-0.37100,1.31218,-2.91607
48.685,-1.27254,2.23374,-1.25685
48.692,-0.35484,-2.60078,-1.32319
48.698,0.27377,-0.68299,-1.32535
48.711,1.13093,0.01917,-0.77983
48.716,1.97010,-1.23730,-3.59674
48.731,-2.61394,1.32250,1.48667
48.737,-3.88852,0.01295,-0.21720
48.753,-0.59748,-0.69649,0.64234
48.769,2.10271,0.94833,4.63296
48.806,2.26683,-1.73248,-1.71056
48.806,0.78438,2.34209,2.30069
48.807,-0.78485,-1.64030,-3.52651
48.816,0.89946,0.85912,0.82574
48.829,1.76343,-0.76218,-0.00929
48.837,-1.31581,0.60818,3.81483
48.852,-3.07507,1.40830,2.21615
48.856,-3.06482,-0.79306,-5.96025
48.873,-1.40878,1.34988,0.83816
48.884,2.91471,-0.97180,0.85236
48.911,1.00192,0.95739,1.82859
48.911,0.04219,-0.26679,2.48439
48.923,0.39264,-0.82277,-1.70030
48.923,0.39264,-0.82277,-1.70030
48.948,1.01378,-3.62489,-7.40713
48.949,1.95513,0.41214,-0.62572
48.956,-1.60925,1.90020,0.70722
48.972,-2.25999,-0.79838,-3.28652
48.977,-0.75749,1.65943,3.38091
48.993,-2.65957,0.51169,-2.95710
49.003,1.38931,0.59487,1.35999
49.019,2.29493,0.78823,0.48092
49.027,0.28027,-0.24672,0.22697
49.055,0.88390,1.19427,2.95054
49.055,0.35931,0.77867,-2.11136
49.068,-0.20801,-2.19452,-1.91089
49.076,0.69999,1.11144,2.97177
49.091,-0.40924,0.07250,-3.20616
49.096,-0.43029,-0.35587,-2.48417
49.114,-0.36505,-0.36986,-2.49139
49.122,-1.97163,0.07841,1.67861
49.139,-1.07826,0.31645,-0.83521
49.148,0.93477,-2.58389,-1.35678
49.171,-0.66640,-1.03287,1.10381
49.176,-0.34025,1.59142,-0.96904
49.210,-0.93421,3.93291,-0.19193
49.212,0.71256,-1.57057,0.18137
49.212,-0.40608,-1.94699,-2.34854
49.217,0.30060,1.14234,0.31010
49.235,-0.17386,-0.03692,-5.17759
49.245,-1.62504,1.71302,1.05134
49.262,-3.05963,-0.62722,1.00456
49.266,-0.50178,1.27976,3.60035
49.285,-0.01505,-0.13506,-4.41227
49.303,1.37030,-1.60577,-3.76707
49.311,-0.49952,-2.83660,-2.28008
49.359,0.75926,0.11022,-0.82267
49.359,3.77172,1.65329,0.49494
49.359,3.77172,1.65329,0.49494
49.360,0.45737,-0.16609,2.94164
49.361,-1.19210,-0.08624,2.32363
49.361,-1.19210,-0.08624,2.32363
49.365,-2.90282,-0.85887,-2.89271
49.383,-3.09573,1.30899,-0.30455
49.393,3.29312,-1.17498,0.78789
49.413,1.56414,0.64320,2.53106
49.417,0.77884,-0.97124,-2.12631
49.445,0.62772,0.78177,0.61922
49.445,0.62772,0.78177,0.61922
49.446,-0.83454,-0.92778,-2.99080
49.480,-1.52772,0.86362,-2.08631
49.480,-3.26024,0.91511,-0.22202
49.483,-3.53730,-0.30274,-0.97369
49.497,-0.03220,-1.69936,-3.55905
49.508,0.20258,-0.19690,-0.34059
49.517,2.99589,0.86634,1.31325
49.533,1.39262,-0.89530,1.39196
49.537,0.34803,-0.24017,3.74756
49.555,0.32547,-0.23456,3.74919
49.570,-0.52555,-1.48957,-2.17276
49.617,-1.03782,0.11946,-0.40857
49.617,-0.45098,1.99156,-3.00565
49.617,1.60788,0.78917,1.77482
49.617,-0.44323,1.97095,5.33419
49.630,-0.92164,0.24659,-3.87960
49.637,1.28406,-1.39573,1.21535
49.657,-0.25177,-4.30509,-3.76143
49.657,-0.25177,-4.30509,-3.76143
49.662,1.11845,-1.22560,-0.19711
49.682,0.01156,1.96059,0.70901
49.682,0.01156,1.96059,0.70901
49.686,-0.87214,2.04922,2.11949
49.730,-0.07505,0.13588,-0.19535
49.730,1.55562,-2.99733,-2.37224
49.731,3.15008,0.17229,2.11503
49.737,-1.28968,0.59977,0.01305
49.754,-2.70586,2.57515,5.33438
49.763,2.90613,0.67630,1.04221
49.781,2.96167,2.25601,4.87060
49.788,2.88877,-3.39699,-7.08162
49.805,1.82686,1.58911,4.47330
49.820,0.22838,-3.35791,-9.81548
49.828,3.75028,3.24139,6.35823
49.844,2.38318,-0.58379,0.42827
49.856,-0.81475,-1.45588,-1.23062
49.856,-0.81475,-1.45588,-1.23062
49.865,-4.61075,-0.28793,-4.52325
49.881,-1.57262,0.40412,1.88352
49.881,-1.57262,0.40412,1.88352
49.887,1.73717,0.97588,2.78905
49.902,2.79491,-1.73182,-1.97855
49.909,3.43719,-0.40174,3.24882
49.923,2.06398,-0.50806,1.37810
49.927,-0.39720,-2.22857,-4.21616
49.956,-1.39926,0.54040,-0.38239
49.956,-0.37547,-0.23682,-1.13533
50.008,-2.31277,2.17031,1.24755
50.008,-1.50289,1.01706,-0.44843
50.008,-1.04162,-0.67650,-2.63744
50.009,2.23242,0.42018,-1.68086
50.020,2.75535,0.15572,0.22326
50.025,-0.46855,1.72777,1.94221
50.045,0.39395,-0.02893,-1.65213
50.045,0.39395,-0.02893,-1.65213
50.056,0.78853,0.91884,-1.18599
50.069,1.66822,0.39016,-3.32039
50.076,-1.73084,2.79893,0.66952
50.112,-1.69468,-0.29661,-1.87541
50.112,-1.69468,-0.29661,-1.87541
50.112,0.35947,0.54127,5.33381
50.123,-0.04779,-0.53019,0.73302
50.127,0.05256,-0.59182,-0.35174
50.142,-0.00108,-1.22694,-0.32968
50.147,0.21402,-1.48746,-0.24247
50.163,0.39430,0.52458,1.82671
50.191,-0.33977,2.60727,-2.51185
50.191,-1.06144,2.51176,2.01079
50.195,-1.58974,-2.90463,-0.29600
50.224,0.12706,-0.23102,1.85134
50.224,0.12706,-0.23102,1.85134
50.224,-1.76994,0.72862,1.14864
50.239,-2.39471,1.07722,2.11080
50.240,-2.39471,1.07722,2.11080
50.247,-1.55510,-1.58815,-2.16353
50.263,0.31670,-0.27278,1.81996
50.273,0.35746,-1.84693,-5.86401
50.288,1.92742,3.16012,6.84771
50.296,-0.69059,-0.94981,-1.77290
50.313,-0.63418,-0.95507,-4.62056
50.323,2.12554,-1.81155,-3.30030
50.342,-0.31673,0.67751,0.15745
50.345,-1.57387,2.50337,2.31766
50.364,-3.81897,-1.61835,-5.81250
50.364,-3.81897,-1.61835,-5.81250
50.372,0.37847,2.20927,3.35064
50.390,1.98283,-1.77128,-2.04652
50.396,3.11582,0.57380,5.43064
50.420,0.82755,-1.83368,-2.11217
50.420,0.82755,-1.83368,-2.11217
50.422,0.31894,1.22283,1.56930
50.441,-0.25662,-1.49875,-5.14424
50.449,-1.41467,1.89885,0.19717
50.462,-3.38585,1.95183,0.01395
50.472,-1.31499,0.04136,0.72019
50.516,0.39151,-0.24858,1.03480
50.516,1.35978,-0.22731,-0.71734
50.516,1.72822,-0.68029,-0.25356
50.516,0.37227,0.88311,5.73266
50.523,0.76986,0.57711,2.59992
50.528,0.15388,-0.05905,-0.41656
50.543,0.02219,-1.61000,-1.13778
50.548,-0.17694,-0.20252,-1.16536
50.565,0.47615,-0.63921,-2.76834
50.575,-0.95755,1.91015,0.30459
50.591,-0.49880,1.20747,-0.63018
50.607,-0.97449,0.60937,2.44891
50.645,-0.04338,-1.32876,-2.71685
50.645,-0.04338,-1.32876,-2.71685
50.645,1.10479,-1.60424,-2.51797
50.645,0.32340,-0.66289,-1.60853
50.645,0.32340,-0.66289,-1.60853
50.648,-0.36649,0.09636,0.47506
50.663,-1.88796,5.12541,-0.85510
50.670,-2.32799,0.95051,-3.43572
50.682,1.25571,0.32609,3.21599
50.688,-1.78947,-3.48615,-1.10644
50.703,0.47497,-0.80953,-3.43371
50.708,-0.46646,2.73136,-0.45821
50.731,-0.90378,0.62407,-2.24877
50.746,-0.63746,0.63143,7.64014
50.750,-0.24565,-2.26534,-2.70650
50.756,0.78845,1.46170,-0.23171
50.776,1.63451,2.70345,6.47875
50.776,1.63451,2.70345,6.47875
50.783,1.28205,1.04762,4.05907
50.800,-0.06975,1.61954,0.21526
50.800,-0.06975,1.61954,0.21526
50.808,0.96530,-2.46570,-7.53985
50.823,0.79485,3.20311,6.13814
50.828,-1.74611,-0.24596,-0.39906
50.850,-1.35717,-1.01818,-2.88917
50.862,-0.14965,-1.75564,-1.48372
50.881,-0.17515,-1.73153,-1.48097
50.882,0.96220,-0.75481,4.35283
50.897,2.29878,-2.22042,-3.48980
50.897,2.29878,-2.22042,-3.48980
50.903,2.85133,0.06852,-1.92140
50.923,1.51961,-1.39466,-5.08924
50.929,-1.86958,1.36862,-1.14199
50.946,-1.86065,0.17551,-1.42684
50.949,-3.32349,1.59142,3.35485
50.968,-2.84145,1.05718,-1.49991
50.977,1.07114,-1.65606,-2.83181
51.008,3.28434,0.39621,4.25751
51.009,2.29371,1.10194,4.19247
51.055,0.06576,0.19981,-0.29765
51.056,0.06576,0.19981,-0.29765
51.056,-0.66719,-1.10012,-3.35638
51.056,-1.74799,-0.46227,-1.03703
51.056,-0.53916,0.73840,-3.23153
51.063,-1.53379,0.55559,-0.19993
51.068,-0.81238,0.82079,3.88788
51.085,-0.12236,0.14283,0.08273
51.095,-0.41838,0.51270,0.85741
51.111,1.29006,-1.44789,-2.65657
51.117,0.48766,-0.57044,-0.99891
51.174,0.31861,-1.09362,-2.33871
51.174,0.31861,-1.09362,-2.33871
51.175,1.95616,1.12315,-1.72813
51.175,-0.30375,-2.42206,-1.91391
51.175,-0.30375,-2.42206,-1.91391
51.175,-0.67842,-1.26972,5.34994
51.185,1.48726,-2.04303,-2.85028
51.188,0.97892,-0.61735,-1.93832
51.206,0.56167,1.75572,1.67246
51.216,-1.35384,0.66382,5.85567
51.231,0.18605,0.13783,2.40867
51.237,1.81463,0.46371,-1.59289
51.258,2.94040,-1.62398,-2.82280
51.267,-0.46183,-1.80323,-5.19442
51.283,-0.51193,-1.79329,-5.18873
51.288,4.39638,3.07322,5.77859
51.303,1.90920,-1.42803,-2.63805
51.309,-3.86680,1.82289,3.88497
51.326,-3.68539,1.74766,3.86054
51.337,-1.02080,1.65465,3.61027
51.352,1.70861,0.55657,5.42461
51.358,1.33349,-3.27171,-2.23687
51.388,0.96211,0.53090,4.58344
51.388,0.96211,0.53090,4.58344
51.389,1.95033,-1.30385,-2.40017
51.433,1.58232,-0.62198,-0.67692
51.433,-3.08093,-0.52635,-2.06281
51.433,-3.34585,2.11391,1.80744
51.433,-3.32443,0.48902,-3.09253
51.446,-1.48890,0.09246,-3.86483
51.455,-0.08112,1.63049,2.51532
51.471,2.06568,-0.48470,-2.73482
51.477,0.42352,2.10844,6.62419
51.496,1.17005,-2.54014,-0.61713
51.497,1.17005,-2.54014,-0.61713
51.513,-0.68028,-1.07107,0.40851
51.539,-2.24676,0.78071,-0.44507
51.539,0.52082,0.58227,-3.00113
51.544,-0.31700,2.12597,1.97074
51.548,-1.20220,-1.24921,0.41350
51.565,-1.06536,1.70481,5.40618
51.574,-0.12077,-1.37274,-3.59905
51.591,-0.45265,1.04621,2.27020
51.597,1.46337,-1.78999,-2.27625
51.619,0.72775,-1.46373,-1.82763
51.626,-0.19313,3.64640,3.67761
51.641,-0.95442,0.11242,-1.39285
51.649,-1.26714,-1.26830,-1.56196
51.663,-2.58950,-1.43386,-0.28963
51.671,-0.35606,-0.29488,-1.86962
51.686,0.64139,0.60055,0.76059
51.696,-0.82243,-0.93111,-2.49044
51.712,0.21357,-1.50402,-0.26914
51.718,-0.54697,1.30583,-0.83064
51.740,-0.71736,-1.12218,-4.84305
51.748,2.44124,0.41722,-0.98185
51.779,1.56450,0.86195,0.61148
51.779,-0.57708,0.51723,-1.77941
51.785,1.08139,-0.81732,-1.74882
51.798,-1.68521,-0.89293,-2.86518
51.806,-1.60708,-0.84632,-2.87099
51.815,-1.19160,1.79787,5.89140
51.831,-2.52588,-1.13127,-0.26883
51.837,1.26381,-0.77793,1.22098
51.856,2.70512,-1.81396,-0.38041
51.867,0.49195,-2.00105,-1.36230
51.881,-1.16091,-0.75241,-2.27209
51.897,-3.97414,1.65128,-1.99830
51.919,-2.99271,1.95365,-0.07217
51.919,-2.01258,1.38559,-2.02528
51.926,0.55084,-0.06204,0.51316
51.936,0.67942,-1.52540,-1.68179
51.952,-0.46765,-0.41096,-1.10677
51.958,1.83117,0.41401,4.75975
51.980,-0.15209,0.36531,4.64516
51.988,-0.77549,-0.90046,0.95854
52.002,-0.74116,0.69031,1.09081
52.011,0.68688,-0.14314,-1.11835
52.039,1.71800,0.67975,-4.06495
52.039,1.71800,0.67975,-4.06495
52.040,-0.76922,0.25162,-0.89493
52.067,-0.38159,2.70773,3.93314
52.067,-0.38159,2.70773,3.93314
52.067,-0.68628,-2.16165,-2.88050
52.078,1.77174,-0.61814,-0.74522
52.085,0.73732,-3.38900,-5.53975
52.100,0.14666,2.03526,3.91185
52.109,-0.81911,2.52733,-2.17833
52.126,-1.31002,1.55942,-3.01800
52.136,0.91435,-3.85801,1.50792
52.152,2.14484,-4.01859,-1.65590
52.160,-0.52340,-0.04489,-1.45478
52.186,-1.20816,0.83641,-6.14816
52.187,-2.96345,0.81375,4.83297
52.202,0.18760,-2.03390,-3.45495
52.208,3.75917,2.66676,3.46431
52.228,0.70048,-0.99788,-1.33672
52.228,0.70048,-0.99788,-1.33672
52.234,0.66999,0.62594,2.17309
52.260,0.77732,0.25957,-4.71850
52.260,0.77732,0.25957,-4.71850
52.263,2.38826,2.48034,1.94786
52.280,-1.34894,-1.89162,-6.08591
52.298,-1.31395,1.27414,3.46243
52.305,-2.45437,0.33647,-4.69806
52.328,2.19457,0.09816,3.98938
52.328,2.80536,-3.08220,2.21463
52.336,2.89437,-1.47421,2.97343
52.352,0.68062,-2.40771,-0.67793
52.358,-0.37753,-1.03389,-1.70915
52.377,-0.61257,0.04459,-0.39677
52.388,-2.04309,0.47330,-2.91510
52.402,-2.33293,2.54615,0.94973
52.410,0.39784,1.12264,-1.77603
52.436,2.05442,0.75504,2.59164
52.436,2.05442,0.75504,2.59164
52.437,1.43466,-2.81733,0.91939
52.464,2.10912,0.90684,4.23748
52.464,2.10912,0.90684,4.23748
52.464,0.53172,-1.03621,-4.32111
52.476,-2.04404,-0.84278,-1.67318
52.481,-0.86698,0.30320,-1.38782
52.497,-0.07345,-1.39461,-3.65249
52.499,0.96665,0.60556,-1.45376
52.518,1.07500,1.80739,-0.47085
52.527,-0.24718,0.38811,3.87187
52.543,-1.34917,1.28431,2.13590
52.551,-0.78631,-1.04215,-2.97598
52.579,0.57820,0.20171,3.16109
52.580,-0.35776,-1.90173,-0.96733
52.629,-1.13968,0.42125,3.02073
52.629,-0.38200,3.30099,1.51854
52.629,-0.25948,1.38823,-3.97911
52.629,-0.25948,1.38823,-3.97911
52.632,1.12414,-1.92707,-0.00245
52.644,-0.87543,-3.73364,-3.00790
52.649,0.07676,1.17364,2.56460
52.669,-2.77545,0.13388,-5.06659
52.669,-2.77545,0.13388,-5.06659
52.676,-1.46555,1.34485,2.67330
52.696,-1.25000,-2.82481,-8.20135
52.701,3.27197,3.23530,-0.41268
52.717,2.75599,2.61694,0.87177
52.720,-0.75219,3.18736,4.63145
52.737,-2.31037,1.64657,-1.49789
52.747,-0.89894,2.06009,-1.99127
52.765,1.51909,1.87316,-0.09826
52.770,-1.48843,0.03489,-0.42601
52.784,-2.91836,1.35949,-0.96890
52.790,-4.10967,-1.79767,-2.10153
52.808,-0.49662,1.89319,2.98798
52.817,2.73951,-1.03086,1.23937
52.838,3.89971,-1.28653,1.41179
52.838,2.48586,-1.62748,1.49693
52.859,0.01489,-1.58330,-0.76859
52.859,0.01489,-1.58330,-0.76859
52.866,-2.11854,-2.50121,-1.02215
52.883,-2.60676,0.28961,1.18982
52.889,-0.62727,-0.40801,-1.91035
52.910,2.07431,0.06436,-1.16813
52.910,2.07431,0.06436,-1.16813
52.917,2.30890,-1.82403,3.55517
52.936,2.60415,0.99698,4.22725
52.941,0.20984,0.90558,6.60614
52.959,-0.75755,-1.14580,-2.65929
52.969,0.64776,-1.36502,-4.22796
53.006,-1.16625,0.21791,1.51599
53.006,-2.70095,1.20183,-4.27614
53.006,-0.24416,0.68303,-3.85623
53.008,-0.10782,2.51840,1.92096
53.030,1.06318,0.06467,2.57325
53.030,1.06318,0.06467,2.57325
53.037,-1.86885,1.70854,-1.53546
53.053,-1.50113,0.63595,-3.20800
53.055,-1.50113,0.63595,-3.20800
53.063,0.38213,-0.71831,-2.77072
53.078,1.01467,-0.13370,2.66271
53.093,0.33111,0.29582,2.22793
53.103,-1.54112,2.88318,1.64195
53.145,-2.20965,0.11145,-0.22729
53.146,0.04263,-3.22266,-1.05964
53.146,2.33863,2.84101,5.61424
53.154,0.18391,0.90443,-1.49672
53.158,-1.59574,0.83937,2.66737
53.181,2.15094,-1.83515,-2.36826
53.181,2.15094,-1.83515,-2.36826
53.187,3.22415,-0.49582,-1.25128
53.206,1.07566,0.28194,1.12194
53.211,0.78281,1.98340,-1.10574
53.244,1.33872,1.02026,-1.29853
53.244,1.33872,1.02026,-1.29853
53.246,1.21905,0.45195,-3.41421
53.257,2.18347,1.85846,0.64345
53.258,2.18347,1.85846,0.64345
53.261,-3.30784,1.34149,0.65368
53.279,-2.52341,0.95598,4.65663
53.283,-2.98224,-1.20954,1.78903
53.296,1.27771,-0.55681,2.00187
53.301,4.34617,-1.66589,-1.49895
53.320,4.23729,-1.82466,-0.86796
53.326,0.35281,-1.35245,-2.13896
53.361,1.17724,1.40881,0.31446
53.362,1.17724,1.40881,0.31446
53.362,-0.72957,-0.56393,-3.26246
53.389,-1.06986,3.35244,4.96565
53.389,-0.61552,1.55158,-0.50351
53.392,0.68034,1.41577,-0.73284
53.398,0.92505,-0.90798,-3.17324
53.417,1.15843,1.27161,3.54344
53.417,1.15843,1.27161,3.54344
53.429,1.03135,-0.62908,3.67735
53.443,-0.22121,-0.20045,0.42343
53.452,1.04932,-1.60608,-2.16439
53.470,-1.08486,-0.47805,-0.73113
53.471,-1.08486,-0.47805,-0.73113
53.490,-0.70808,-0.88282,1.23666
53.532,-0.43908,-0.00628,-0.76870
53.532,-0.43908,-0.00628,-0.76870
53.532,-0.77693,1.57103,3.77801
53.533,-0.60765,-0.55945,0.33181
53.533,-0.55052,-1.88681,-4.60318
53.538,1.84672,1.52254,1.66148
53.547,0.10562,-1.49763,-2.40759
53.565,-0.20170,-0.04532,5.49638
53.570,0.20799,-1.79150,-4.26458
53.589,-0.55159,3.24860,-0.68874
53.600,-0.87257,-0.86395,-0.43162
53.632,0.98238,-1.21050,2.02614
53.632,1.81780,-1.71309,-4.34773
53.661,1.33744,0.68274,2.04022
53.661,-2.59292,1.12750,3.31458
53.664,-3.07367,-3.10768,-3.08713
53.667,0.37270,1.76335,3.64178
53.685,2.13623,-0.66641,-2.81688
53.690,1.50843,3.66989,5.16549
53.709,-1.28481,-1.58394,-6.44153
53.709,-1.28481,-1.58394,-6.44153
53.720,-0.80969,1.06892,-0.23298
53.736,1.31085,1.88049,1.59345
53.744,-1.05552,0.53318,-0.82215
53.759,-3.97413,1.68356,-1.45434
53.772,-3.42790,2.23595,1.08162
53.777,-1.47209,0.73097,0.16137
53.788,1.79741,-0.09982,1.01300
53.805,1.86558,-2.39460,0.35838
53.809,0.15556,-1.68546,0.97265
53.829,0.10973,0.59174,-2.39906
53.829,0.10973,0.59174,-2.39906
53.840,-1.50736,0.10620,-0.43962
53.853,-2.78450,2.01678,3.51687
53.862,-4.05707,-0.22494,-1.35130
53.879,-2.18416,1.07077,-3.86475
53.882,1.55725,2.83069,1.82286
53.904,1.93481,0.71580,-3.20528
53.908,1.16889,3.01096,6.58878
53.926,-1.09243,-0.36389,0.57926
53.930,0.21192,0.96344,-2.46611
53.952,-0.01294,-0.09606,0.83357
53.959,-0.04424,0.96295,0.56031
53.973,-0.55872,1.29629,0.15940
53.981,-1.74609,-0.80299,-3.02686
53.996,-1.78524,1.61469,5.33353
54.001,0.46098,-0.78902,-3.94159
54.025,0.42364,-0.76275,-3.93835
54.027,0.43374,-2.48549,-5.54943
54.046,0.45965,-1.39448,-0.79555
54.049,-0.40976,0.33358,2.35930
54.069,-0.11048,-3.99962,-2.25178
54.069,-0.11048,-3.99962,-2.25178
54.079,-0.18175,2.63234,-2.39588
54.093,-0.41644,-1.21766,-0.71472
54.102,0.74015,-2.36815,-0.94744
54.117,2.63780,-0.36916,-3.13667
54.122,2.97238,0.68607,1.08000
54.139,-1.92116,-0.59998,3.30743
54.171,-3.63482,-2.72327,-0.93626
54.171,0.06158,0.10928,3.29917
54.171,1.13108,-0.75773,-2.90882
54.190,1.20489,1.53447,5.12927
54.190,1.20489,1.53447,5.12927
54.199,0.01698,-1.75441,-3.30066
54.215,-0.90419,0.58876,0.02817
54.221,1.62447,-1.88609,-5.60587
54.240,0.54055,2.21319,2.94141
54.242,-2.79658,0.12776,-3.34792
54.269,-1.92520,-0.16899,-0.45310
54.270,1.53859,-0.90513,-3.19489
54.307,2.33264,-0.64647,-1.34429
54.308,1.67794,1.69639,2.65406
54.309,0.57580,-2.55562,-9.14949
54.321,-0.22897,0.73242,-1.18999
54.334,-2.83713,-0.74397,-3.13811
54.341,-1.95972,2.98447,5.48976
54.360,-3.77549,0.74034,-5.15575
54.365,-1.07102,1.62524,0.66487
54.378,0.48667,0.87116,3.41672
54.391,1.99581,1.29997,2.79610
54.409,2.42666,2.35992,2.84672
54.409,0.64178,-0.22821,-2.33373
54.428,-0.07513,1.26960,3.85833
54.428,-0.07513,1.26960,3.85833
54.439,-1.53774,-1.62488,-3.92655
54.453,-3.56985,1.25282,2.04711
54.461,-1.63618,-0.47023,-3.66246
54.479,-1.86283,1.40246,0.77524
54.483,1.16233,-0.38730,0.87433
54.498,1.05737,-0.31270,0.88382
54.508,1.87303,1.86954,0.48162
54.538,-0.13450,-0.70456,-7.49243
54.538,-0.13450,-0.70456,-7.49243
54.538,-0.11558,0.45922,-1.71781
54.558,1.98269,-0.73149,-3.42597
54.560,1.18149,3.68138,1.39170
54.578,-1.24540,2.54295,-5.66199
54.583,-2.61063,-2.22248,-1.11665
54.597,0.50105,-0.13774,3.39335
54.602,3.83106,-2.37359,-1.52890
54.619,5.23310,-0.31131,-2.87986
54.629,-1.29536,1.97873,2.60203
54.647,-3.37688,-2.06677,-2.73717
54.652,2.98692,0.45291,3.54531
54.677,1.27214,-2.26687,-2.92627
54.709,1.38701,1.17423,1.75668
54.709,-2.73748,-1.20641,-2.23290
54.709,-0.27657,1.42499,1.81057
54.716,1.48441,-0.94259,-2.70110
54.723,-0.09060,-2.02523,-2.10611
54.739,-0.64264,1.12128,1.94387
54.749,0.64311,-0.20299,-3.00933
54.765,3.38032,1.72720,6.79027
54.771,4.40305,-1.79389,-1.54001
54.791,1.02784,-1.06419,-1.69141
54.791,1.02784,-1.06419,-1.69141
54.816,-0.98489,-2.25148,-6.56609
54.816,-1.34442,0.46405,0.55133
54.849,-0.45756,0.65478,-1.03480
54.850,-0.99557,-0.79625,-2.49748
54.850,-0.99557,-0.79625,-2.49748
54.850,-1.40692,1.38176,1.97725
54.869,0.39259,-1.08617,-3.54224
54.869,0.39259,-1.08617,-3.54224
54.873,1.77955,1.05367,2.53931
54.891,0.17303,0.46975,4.60610
54.899,-0.52792,-0.14594,-0.93692
54.915,-0.06520,-0.09774,-0.78464
54.923,-0.84319,-1.25628,-5.06955
54.947,0.13351,1.07119,2.40456
54.971,0.28118,-0.30701,-1.15166
54.972,-1.22100,3.77247,6.27185
54.972,0.90901,0.49572,-0.37770
54.990,-0.82130,0.00138,0.62616
54.990,-0.82130,0.00138,0.62616
55.001,0.22506,-0.55207,-1.64816
55.015,0.92672,0.66720,0.00327
55.025,-0.19956,0.75040,6.40891
55.042,-0.92789,-0.58247,2.05319
55.042,-0.92789,-0.58247,2.05319
55.047,0.48610,4.54616,3.10857
55.070,0.84101,-0.68205,-6.62550
55.070,0.84101,-0.68205,-6.62550
